time,open,high,low,close,tick_volume
2026-03-24 13:00:00,1.15844,1.15903,1.1567,1.15772,7781
2026-03-24 14:00:00,1.15773,1.16066,1.15769,1.15891,8645
2026-03-24 15:00:00,1.15893,1.1596899999999999,1.15754,1.15774,6305
2026-03-24 16:00:00,1.15772,1.1592,1.15736,1.15825,3885
2026-03-24 17:00:00,1.15824,1.15835,1.15568,1.15758,8413
2026-03-24 18:00:00,1.15755,1.1592,1.15672,1.15819,5145
2026-03-24 19:00:00,1.15818,1.15923,1.15818,1.15851,2651
2026-03-24 20:00:00,1.15849,1.16279,1.15826,1.16049,7722
2026-03-24 21:00:00,1.16046,1.16101,1.15989,1.16093,673
2026-03-24 22:00:00,1.16106,1.16187,1.16041,1.16137,1815
2026-03-24 23:00:00,1.16135,1.16178,1.16083,1.16132,1868
